port_code,ptent_yr,voyage_no,callsgn,vessel_name,vessel_type_name,vessel_nationality_code,vessel_nationality_name,mrn_no,bl_no,master_bl_no,io_se_code,io_se_name,facility_name,cargo_se_name,cargo_name_raw,dg_un_no,cargo_basis,package_type_name,unload_method_name,vol_ton_unit_name,vol_ton,weight_ton,pod_name,pol_name,arrival_at_utc,customs_progress_status_name,source_system,source_table,collected_at_utc,quality_flag,is_synthetic
KRUSN,2026,027,CQ2129,BOCHEM ROTTERDAM,석유제품운반선,KR,대한민국,MRN50592,BL582340,MBL77190,O,수입,S-Oil 1부두,액체,등유,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,20812.6,20812.6,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,016,D7OC,오션 주피터,케미칼운반선,KR,대한민국,MRN81363,BL468388,MBL12484,O,수출,가스부두,액체,스티렌,2055,PORT-MIS 실선종 기반,벌크,펌프,TON,14776.5,14776.5,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,172,D7OC,오션 주피터,케미칼운반선,KR,대한민국,MRN62267,BL518968,MBL36284,O,수출,SK2부두,액체,메탄올,1230,PORT-MIS 실선종 기반,벌크,펌프,TON,12361.0,12361.0,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,168,D7OC,오션 주피터,케미칼운반선,KR,대한민국,MRN70270,BL568592,MBL63448,I,수출,SK2부두,액체,톨루엔,1294,PORT-MIS 실선종 기반,벌크,펌프,TON,18231.9,18231.9,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,082,190008,부광호,석유제품운반선,KR,대한민국,MRN51898,BL565143,MBL46783,O,수출,S-Oil 1부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,755.9,755.9,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,151,190008,부광호,석유제품운반선,KR,대한민국,MRN67554,BL439042,MBL51763,O,수출,제3부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,19627.7,19627.7,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,072,D7XD,거영 블루 7,석유제품운반선,KR,대한민국,MRN98445,BL842407,MBL59310,I,수출,제3부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,44376.5,44376.5,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,048,D7XD,거영 블루 7,석유제품운반선,KR,대한민국,MRN58095,BL616615,MBL10288,O,수출,제3부두,액체,나프타,1268,PORT-MIS 실선종 기반,벌크,펌프,TON,18494.4,18494.4,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,034,D7XD,거영 블루 7,석유제품운반선,KR,대한민국,MRN27764,BL364728,MBL96474,O,수입,온산1부두,액체,등유,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,28513.6,28513.6,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,146,DSRK4,제이앤 에메랄드,석유제품운반선,KR,대한민국,MRN86491,BL454518,MBL80467,O,수출,제3부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,27838.6,27838.6,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,174,DSRK4,제이앤 에메랄드,석유제품운반선,KR,대한민국,MRN53491,BL739807,MBL43865,I,수입,가스부두,액체,등유,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,34225.0,34225.0,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,158,DSRK4,제이앤 에메랄드,석유제품운반선,KR,대한민국,MRN96940,BL161547,MBL94394,I,수출,SK2부두,액체,나프타,1268,PORT-MIS 실선종 기반,벌크,펌프,TON,18443.0,18443.0,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,035,3E8881,SUN BIRDIE,석유제품운반선,KR,대한민국,MRN49608,BL263091,MBL33348,I,수출,OTK1부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,23334.3,23334.3,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,068,3E8881,SUN BIRDIE,석유제품운반선,KR,대한민국,MRN59011,BL102136,MBL99666,O,수입,신항일반부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,41583.7,41583.7,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,093,3E8881,SUN BIRDIE,석유제품운반선,KR,대한민국,MRN52898,BL384081,MBL96136,I,수입,SK2부두,액체,나프타,1268,PORT-MIS 실선종 기반,벌크,펌프,TON,33370.6,33370.6,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,098,140052,세양글로리,석유제품운반선,KR,대한민국,MRN47517,BL288653,MBL41885,I,수출,제3부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,47517.9,47517.9,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,036,140052,세양글로리,석유제품운반선,KR,대한민국,MRN39043,BL322298,MBL72992,I,수출,SK2부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,35356.4,35356.4,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,139,140052,세양글로리,석유제품운반선,KR,대한민국,MRN74864,BL992957,MBL79132,O,수출,신항일반부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,40339.5,40339.5,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,128,230024,경성호,석유제품운반선,KR,대한민국,MRN31293,BL615557,MBL91467,O,수입,온산1부두,액체,등유,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,23887.2,23887.2,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,047,230024,경성호,석유제품운반선,KR,대한민국,MRN24873,BL344368,MBL45092,O,수입,S-Oil 1부두,액체,나프타,1268,PORT-MIS 실선종 기반,벌크,펌프,TON,36951.7,36951.7,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,143,230024,경성호,석유제품운반선,KR,대한민국,MRN52615,BL178832,MBL93811,I,수입,온산1부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,15282.9,15282.9,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,112,DSNA3,제1한미르호,석유제품운반선,KR,대한민국,MRN92997,BL922928,MBL11596,O,수출,정일1부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,37599.6,37599.6,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,135,230010,스카이마스,석유제품운반선,KR,대한민국,MRN93412,BL277619,MBL63249,I,수입,가스부두,액체,나프타,1268,PORT-MIS 실선종 기반,벌크,펌프,TON,46615.4,46615.4,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,039,230010,스카이마스,석유제품운반선,KR,대한민국,MRN86399,BL872560,MBL48591,I,수입,온산1부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,33601.7,33601.7,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,061,230010,스카이마스,석유제품운반선,KR,대한민국,MRN88265,BL183442,MBL85551,O,수출,제3부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,42559.6,42559.6,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,048,H3RU,GINGA LION,석유제품운반선,KR,대한민국,MRN47651,BL206754,MBL28532,I,수입,정일1부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,10075.8,10075.8,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,044,H3RU,GINGA LION,석유제품운반선,KR,대한민국,MRN80065,BL467233,MBL22474,I,수출,SK2부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,41900.6,41900.6,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,004,H3RU,GINGA LION,석유제품운반선,KR,대한민국,MRN92784,BL381869,MBL44747,I,수입,제3부두,액체,등유,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,26582.4,26582.4,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,081,H3UD,AKANE,석유제품운반선,KR,대한민국,MRN85617,BL876344,MBL17366,I,수입,S-Oil 1부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,42188.8,42188.8,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,169,H3UD,AKANE,석유제품운반선,KR,대한민국,MRN22616,BL652794,MBL20421,I,수출,S-Oil 1부두,액체,나프타,1268,PORT-MIS 실선종 기반,벌크,펌프,TON,17017.3,17017.3,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,089,H3UD,AKANE,석유제품운반선,KR,대한민국,MRN62615,BL983996,MBL73214,O,수입,OTK1부두,액체,등유,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,15465.7,15465.7,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,077,UBFM8,PEGAS,석유제품운반선,KR,대한민국,MRN22435,BL980819,MBL70863,I,수출,S-Oil 1부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,34843.4,34843.4,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,041,UBFM8,PEGAS,석유제품운반선,KR,대한민국,MRN18406,BL400972,MBL75104,O,수출,SK8부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,47387.6,47387.6,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,049,UBFM8,PEGAS,석유제품운반선,KR,대한민국,MRN19195,BL376071,MBL62235,O,수출,신항일반부두,액체,나프타,1268,PORT-MIS 실선종 기반,벌크,펌프,TON,33323.0,33323.0,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,118,161064,우석호,석유제품운반선,KR,대한민국,MRN56766,BL146460,MBL16258,O,수출,정일1부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,19172.4,19172.4,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,027,9HPO9,CESTENI,케미칼운반선,KR,대한민국,MRN73796,BL207474,MBL43000,O,수출,가스부두,액체,톨루엔,1294,PORT-MIS 실선종 기반,벌크,펌프,TON,17100.3,17100.3,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,097,9HPO9,CESTENI,케미칼운반선,KR,대한민국,MRN55472,BL862398,MBL70405,O,수입,SK8부두,액체,아세톤,1090,PORT-MIS 실선종 기반,벌크,펌프,TON,12094.0,12094.0,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,063,VRWJ9,DM EMERALD,석유제품운반선,KR,대한민국,MRN68082,BL893594,MBL72792,I,수입,OTK1부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,41731.8,41731.8,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,001,VRWJ9,DM EMERALD,석유제품운반선,KR,대한민국,MRN84532,BL345341,MBL33356,O,수출,제4부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,2660.1,2660.1,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,177,180003,세양프라임,케미칼운반선,KR,대한민국,MRN10564,BL210532,MBL28219,O,수출,정일1부두,액체,톨루엔,1294,PORT-MIS 실선종 기반,벌크,펌프,TON,44122.6,44122.6,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,055,180003,세양프라임,케미칼운반선,KR,대한민국,MRN16795,BL710070,MBL85303,O,수출,OTK1부두,액체,메탄올,1230,PORT-MIS 실선종 기반,벌크,펌프,TON,564.9,564.9,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,161,180003,세양프라임,케미칼운반선,KR,대한민국,MRN71119,BL372716,MBL57272,O,수입,OTK1부두,액체,메탄올,1230,PORT-MIS 실선종 기반,벌크,펌프,TON,19965.6,19965.6,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,159,9V5491,째즈,석유제품운반선,KR,대한민국,MRN97712,BL583614,MBL22882,O,수입,제3부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,47230.2,47230.2,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,105,9V5491,째즈,석유제품운반선,KR,대한민국,MRN57276,BL870876,MBL12783,O,수입,신항일반부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,15863.1,15863.1,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,132,9V5491,째즈,석유제품운반선,KR,대한민국,MRN59389,BL265734,MBL53367,I,수입,온산1부두,액체,나프타,1268,PORT-MIS 실선종 기반,벌크,펌프,TON,35744.0,35744.0,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,197,3E5246,OCEAN THUNDER,원유운반선,KR,대한민국,MRN79807,BL761295,MBL87954,I,수출,제3부두,액체,원유,1267,PORT-MIS 실선종 기반,벌크,펌프,TON,16635.4,16635.4,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,107,3E5246,OCEAN THUNDER,원유운반선,KR,대한민국,MRN85570,BL540117,MBL87329,I,수출,SK2부두,액체,원유,1267,PORT-MIS 실선종 기반,벌크,펌프,TON,22142.0,22142.0,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,048,3E3683,SAEHAN ASTRO,LPG운반선,KR,대한민국,MRN27237,BL207254,MBL99762,I,수출,신항일반부두,액체,부탄,1011,PORT-MIS 실선종 기반,벌크,펌프,TON,29448.7,29448.7,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,082,236808,한동27호,석유제품운반선,KR,대한민국,MRN75152,BL796661,MBL93820,I,수출,정일1부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,12242.9,12242.9,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,075,240030,스프링 알파,케미칼운반선,KR,대한민국,MRN49282,BL810537,MBL57994,I,수입,S-Oil 1부두,액체,톨루엔,1294,PORT-MIS 실선종 기반,벌크,펌프,TON,38455.9,38455.9,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,166,240030,스프링 알파,케미칼운반선,KR,대한민국,MRN93855,BL336292,MBL83174,I,수출,SK8부두,액체,자일렌,1307,PORT-MIS 실선종 기반,벌크,펌프,TON,3322.7,3322.7,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,125,D7PX,방콕 케미,석유제품운반선,KR,대한민국,MRN48974,BL596495,MBL71824,O,수출,SK8부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,18470.2,18470.2,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,069,162805,유한1호,기타유조선,KR,대한민국,MRN51924,BL523285,MBL76603,O,수출,온산1부두,액체,석유제품(기타),1268,PORT-MIS 실선종 기반,벌크,펌프,TON,40675.0,40675.0,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,083,162805,유한1호,기타유조선,KR,대한민국,MRN97502,BL860787,MBL13558,O,수출,S-Oil 1부두,액체,석유제품(기타),1268,PORT-MIS 실선종 기반,벌크,펌프,TON,35737.1,35737.1,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,179,V7BL6,GARNET EXPRESS,케미칼운반선,KR,대한민국,MRN12118,BL806377,MBL10537,O,수출,제3부두,액체,벤젠,1114,PORT-MIS 실선종 기반,벌크,펌프,TON,2871.0,2871.0,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,052,V7BL6,GARNET EXPRESS,케미칼운반선,KR,대한민국,MRN61487,BL282879,MBL19511,I,수출,제3부두,액체,벤젠,1114,PORT-MIS 실선종 기반,벌크,펌프,TON,30432.9,30432.9,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,161,V7BL6,GARNET EXPRESS,케미칼운반선,KR,대한민국,MRN58103,BL436772,MBL55084,I,수출,OTK1부두,액체,아세톤,1090,PORT-MIS 실선종 기반,벌크,펌프,TON,48485.9,48485.9,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,137,9HA4739,IRINI N. LEMOS,원유운반선,KR,대한민국,MRN79409,BL444053,MBL90491,I,수입,SK8부두,액체,원유,1267,PORT-MIS 실선종 기반,벌크,펌프,TON,32424.8,32424.8,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,195,9HA4739,IRINI N. LEMOS,원유운반선,KR,대한민국,MRN42281,BL156219,MBL30515,O,수출,SK8부두,액체,원유,1267,PORT-MIS 실선종 기반,벌크,펌프,TON,48810.4,48810.4,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,103,CQ2252,BOCHEM SHANGHAI,석유제품운반선,KR,대한민국,MRN86896,BL347312,MBL18345,I,수출,SK8부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,49247.8,49247.8,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,112,9V8783,STOLT TSUBAKI,석유제품운반선,KR,대한민국,MRN71384,BL620252,MBL67865,O,수입,제3부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,34014.5,34014.5,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,171,9V8783,STOLT TSUBAKI,석유제품운반선,KR,대한민국,MRN96382,BL719879,MBL69521,O,수입,정일1부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,19315.3,19315.3,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,147,9V8783,STOLT TSUBAKI,석유제품운반선,KR,대한민국,MRN40365,BL374880,MBL26966,I,수출,SK2부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,15185.0,15185.0,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,098,D7US,거영썬5,석유제품운반선,KR,대한민국,MRN31844,BL556711,MBL74964,I,수출,신항일반부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,19940.4,19940.4,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,138,3FIG4,WINNING ROAD,LPG운반선,KR,대한민국,MRN11430,BL554566,MBL63583,O,수출,가스부두,액체,LPG,1075,PORT-MIS 실선종 기반,벌크,펌프,TON,16710.9,16710.9,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,104,3FIG4,WINNING ROAD,LPG운반선,KR,대한민국,MRN12246,BL555303,MBL16169,O,수출,SK2부두,액체,프로판,1978,PORT-MIS 실선종 기반,벌크,펌프,TON,11511.0,11511.0,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,025,7JQC,RYOUMEI MARU,석유제품운반선,KR,대한민국,MRN24186,BL715784,MBL84372,O,수입,신항일반부두,액체,등유,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,46208.3,46208.3,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,180,HOOB,SULFUR ADVANCE,케미칼운반선,KR,대한민국,MRN71269,BL163804,MBL36158,I,수출,제3부두,액체,스티렌,2055,PORT-MIS 실선종 기반,벌크,펌프,TON,13695.2,13695.2,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,135,HOOB,SULFUR ADVANCE,케미칼운반선,KR,대한민국,MRN92300,BL822263,MBL74854,O,수출,가스부두,액체,벤젠,1114,PORT-MIS 실선종 기반,벌크,펌프,TON,20649.6,20649.6,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
